UBPR3230,UBPRE278,UBPRE279,UBPRE291,UBPR4340,UBPR7402,UBPR7414,UBPRE001,UBPRE002,UBPRE006,UBPRE008,UBPRE014,UBPRE015,UBPRE016,UBPRE017,UBPRE544,UBPRE549,UBPRE600,UBPRK447,UBPRD486,OTSREGNM_Central,OTSREGNM_Northeast,OTSREGNM_Southeast,OTSREGNM_West,OTSREGNM_Western,REGAGNT_FDIC,REGAGNT_FED,REGAGNT_OCC,SPECGRPN_Agricultural.Specialization,SPECGRPN_All.Other.Over.1.Billion,SPECGRPN_All.Other.Under.1.Billion,SPECGRPN_Commercial.Lending.Specialization,SPECGRPN_Consumer.Lending.Specialization,SPECGRPN_Credit.card.Specialization,SPECGRPN_International.Specialization,SPECGRPN_Mortgage.Lending.Specialization,SPECGRPN_Other.Specialized.Under.1.Billion
1000,0,0,0,6350,19.69,0,4.14,0.25,-0.19,0,97.06,77.28,4.27,0.26,0.02,0.44,81.3,-10.38,16.1816,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6000,0,0,0,5609,24.07,0.02,3.12,0.22,0.06,-0.01,97.01,97.45,3.22,0.23,0.17,0.02,72.1,-1.34,10.6823,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
300,0,0,0,2204,47.19,0.12,3.04,0.44,0,0,97.38,68.81,3.12,0.46,0.09,0.48,64.13,18.93,6.868,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,25000,25000,25000,-445,0,1.02,2.58,0.43,-0.11,0,95.73,79.05,2.69,0.44,0.21,1.02,80.9,14.32,12.8507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4860,448,448,448,3170,30,0,3.33,0.21,0.07,0,96.14,61.26,3.47,0.22,0.14,0,68.73,-2.44,9.1184,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,4604,54.3,0.02,3.23,0.41,0,0,99.03,66.91,3.26,0.42,0.98,0.02,63.25,7.49,16.6427,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
300,0,0,0,895,44.69,1.08,3.06,0.34,0.09,-0.03,94.56,72.5,3.24,0.36,0.26,1.08,35.4,-32.33,7.7875,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
133,0,0,0,4607,67.29,0.34,3.03,0.37,0.09,0.02,94.13,76.99,3.22,0.4,0.26,0.34,68.89,10.79,8.031,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1280,0,0,0,2641,14.58,0.35,3.25,0.05,0,0,93.92,43.59,3.46,0.06,0.43,0.35,58.31,-34.07,10.915,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
334,0,0,0,2652,50.19,0.04,3.32,0.18,0,0,97.13,63.08,3.41,0.19,0.93,0.04,65.74,-2.62,9.9335,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
242,100000,100000,100000,7270,113.63,0.92,3.6,0.33,0.28,0,98.77,67.03,3.65,0.33,0.18,0.92,59.38,15.68,9.0235,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
500,0,0,0,277,0,8.54,3.84,0.24,-0.08,0,94,71,4.08,0.26,2.21,8.54,57.55,-18.95,9.2229,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2967,0,0,0,14549,38.34,0.06,3.26,0.11,0,0,95.48,80.62,3.41,0.12,0.15,0.06,59,2.71,15.1845,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
500,0,0,0,586,0,1.24,4.62,0.26,0.4,-0.01,95.67,68.98,4.83,0.27,0.99,1.24,74.41,-8.54,10.6561,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1521,0,0.27,3.32,0.61,0.01,0,93.91,78.06,3.53,0.65,0.1,0.27,94.59,13.91,10.8987,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
750,0,0,0,4082,46.08,0.22,3.44,0.87,-0.32,0.01,99.72,77.2,3.45,0.87,0.77,0.22,68.14,12.23,9.1546,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1659,0,0,0,8205,9.91,0,3.09,0.29,0.03,0,96.5,58.08,3.2,0.3,0.14,0,62.42,-5.65,8.8206,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
338,0,0,0,3655,61.92,0.41,3.41,0.33,-0.03,0,95.5,58.88,3.57,0.35,0.34,0.41,82.04,8.11,10.7943,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
125,0,0,0,4162,11.82,0.3,5.15,0.68,0.29,0,90.92,89.1,5.66,0.74,1.15,0.46,93.16,9.54,11.9256,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
399,0,0,0,1085,69.86,0,3.22,0.19,0,0.04,94.07,67.5,3.42,0.2,0,0,62.79,3.24,7.6243,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
100,0,0,0,984,0,0,3.03,0.08,0.04,0,93.95,67.33,3.22,0.09,0.11,0.23,69.84,-29.42,8.7166,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
240,0,0,0,2101,25.7,0.72,4.01,0.06,0,0.01,96.84,64.9,4.15,0.06,0.27,0.72,65.58,-17.14,12.742,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
240,0,0,0,867,27.68,0.96,3.89,0.28,0,0,96.04,68.75,4.05,0.29,2.8,0.96,82.53,-5.03,15.5302,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
100,436,436,0,588,39.97,0.08,3.62,0.32,0,0,100.12,69.89,3.62,0.32,3.51,0.08,82.25,13.63,8.9912,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1750,0,0,0,18444,28.94,0.07,2.53,0.16,-0.02,0,93.85,63.81,2.7,0.17,0.06,0.07,53.2,1.77,8.1203,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2000,2942,2942,2942,9435,31.8,0.06,3.59,0.33,-0.09,0,94.05,84.99,3.81,0.35,0.05,0.06,93.34,3.7,10.2678,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
725,0,0,0,10042,0,0.43,3.85,0.38,-0.18,0,98.58,82.93,3.91,0.38,0.59,0.43,72.95,10.54,9.2199,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
300,0,0,0,452,0,0.8,3.08,0.49,0.04,0,98.17,72.82,3.14,0.5,1.48,0.8,62.93,-0.45,9.6647,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
500,0,0,0,11437,0,0.7,3.98,1.11,0.07,0,98.98,74.48,4.02,1.12,0.72,0.81,99.78,38.78,9.6949,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
200,0,0,0,2325,86.02,0.12,4.21,0.3,0.08,0,93.25,55.65,4.51,0.32,0.27,0.48,71.93,-6.3,10.5871,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
50,0,0,0,2353,39.52,0.25,2.73,0.49,0.21,0,98.57,64.98,2.77,0.5,0.67,0.25,42.61,5.75,12.6898,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
279,0,0,0,3042,28.11,0.01,3.47,0.4,0.04,0,94.73,76.18,3.67,0.42,0.13,0.04,80.71,14.73,7.9745,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50,0,0,0,3484,47.33,4.62,4.24,0.54,0.06,0,97.64,72.49,4.34,0.55,0.86,5.17,90.35,-10.79,15.9997,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3792,0,0,0,10669,55.59,0.06,3.42,0.2,0,0.04,98.91,89.93,3.46,0.2,0.11,0.06,73.32,1.26,9.4535,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
600,25530,25530,25530,10458,0,0.61,3.5,0.57,0.04,0,93.86,70.93,3.73,0.61,0.51,0.61,75.42,19.28,9.1821,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1200,0,0,0,19835,45.15,1.07,3.97,0.39,0.2,0.01,94.55,60.54,4.2,0.41,1.15,1.15,58.3,10.87,10.9585,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,20780,0,0.17,4.92,0.64,0.11,0,96.98,62.77,5.07,0.66,0.05,0.17,124.79,34.54,18.9125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,2296,49.22,0.05,4.83,0.24,0,-0.01,97.32,54.8,4.96,0.24,0.22,0.05,54.38,-5.82,18.0543,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
110,0,0,0,796,42.59,0,3.92,0.45,0.09,0,109,72.06,3.59,0.41,0,0,84.41,-4.09,9.2727,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
80,0,0,0,981,0,0.49,2.93,0.38,-0.21,0.02,95.68,70.61,3.06,0.39,0.04,0.49,38.02,0.58,14.5295,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1279,0,0.99,4.51,0.47,0.11,-0.18,97.09,69.41,4.65,0.48,0.69,0.99,87.4,-1.55,11.4517,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
500,0,0,0,747,18.74,1.06,4.06,0.54,0.05,0,95.39,69.9,4.26,0.57,0.02,1.39,76.55,9.79,12.5372,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,595,0,0.24,3.07,0.31,0.01,0,98.51,75.94,3.12,0.31,0,0.24,74.05,-17.5,9.3627,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
596,0,0,0,750,93.33,0.07,3.48,0.04,0,0,81.27,62.85,4.28,0.05,0.41,0.07,53.41,-24.17,7.935,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
101,318,318,0,2106,38.75,0.17,3.84,0.31,0.14,0,93.24,71.21,4.12,0.33,1,0.17,68.2,2.95,8.9035,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
100,0,0,0,852,55.99,0.51,3.29,0.11,0.14,0,100.75,56.46,3.26,0.11,1.26,0.51,41.11,-41.63,12.0876,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,825,0,0.1,2.54,0.14,0,0,78.51,59.26,3.23,0.18,0.37,0.1,71.19,-24.75,19.0072,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
400,0,0,0,2969,25.19,0.04,3.33,0.48,0,0,95.62,72.22,3.48,0.51,0.12,0.04,71.2,-1.18,14.6718,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6995,43172,43172,43172,54850,7.66,0.03,3.84,0.39,0.21,-0.04,98.54,72.07,3.9,0.4,0.21,0.03,80.21,5.33,11.1185,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
240,22595,22595,22595,1175,8.94,0,3.55,0.7,0,0,101.5,73.68,3.5,0.69,0,0,70.03,38.6,10.2524,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1200,0,0,0,2044,86.35,0.92,2.87,0.34,0.02,0,96.34,68.92,2.97,0.35,1.61,0.93,39.52,-7.38,13.6221,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1722,0,0.04,2.24,0.21,0,0,93.51,73.7,2.39,0.22,0.18,0.04,68,-1.15,19.5436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1466,0,0,0,7980,11.15,0.01,3.44,0.1,0.1,-0.25,94.9,89.55,3.63,0.1,0.18,0.01,69.58,-5.76,9.5498,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
100,0,0,0,4490,37.86,0.08,3.72,0.24,0.05,0,90.92,55.18,4.09,0.26,0,0.08,61.17,-9.78,9.0497,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
506,0,0,0,48059,56.65,1.02,4.46,0.99,0.04,0,98.53,80.56,4.53,1.01,0.31,1.02,89.32,9.18,12.1077,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
501,331,331,331,18418,1.9,0.49,3.7,0.18,0.09,0,97.44,62.02,3.79,0.19,0.06,0.49,88,1.42,11.417,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8000,524664,524664,0,49151,24.98,0.36,3.73,0.48,0.12,0,97.2,71.73,3.83,0.49,0.59,0.36,91.11,18.57,8.0849,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
200,861,861,861,20679,53.19,0.67,3.88,0.6,0.05,0,93.1,67.98,4.17,0.65,0.98,0.69,68.59,-3.97,9.1791,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,1194,0,0.11,3.67,0.3,-0.07,0,94.71,62.6,3.87,0.32,0.82,0.11,63.85,-64.17,12.5569,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
316,102446,102446,102446,25579,47.3,0.62,4.13,0.47,0.04,0,93.42,70.31,4.42,0.5,0.05,0.62,86.61,14.43,8.0134,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
500,6883,6883,6883,10029,33.65,0.15,3.78,0.22,0.09,-0.01,96.21,63.54,3.93,0.23,0.11,0.15,73.99,-0.69,10.8544,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
650,810,810,810,1333,0,0.17,3.11,0.07,-0.01,-0.38,96.57,61.11,3.23,0.07,0.28,2.12,34.48,-17.63,9.3569,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1100,0,0,0,4025,39.16,0.34,3.17,0.16,0,0,99.03,63.8,3.2,0.16,1.57,0.42,48.39,3.87,9.6511,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,581,28.06,0.32,3.69,0.47,0.03,0,91.88,79.56,4.02,0.52,1.14,0.94,90.25,9.3,10.3916,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,1198,0,0,3.83,0.25,0,0,93.75,64.52,4.09,0.27,0.1,0,78.19,-8.27,10.5699,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,516,0,0.17,3.02,0.3,0,0,94.9,84.33,3.18,0.31,0,0.17,90.91,5.37,9.856,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10075,19801983,4439971,19801983,242438,70.12,0.29,3.58,0.3,0.04,0,85.54,75.36,4.18,0.35,0.19,0.29,79.49,12.07,9.7557,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,1584,1584,1584,994,35.21,0,3.06,0.14,0,-0.11,96.37,58.69,3.17,0.15,0,0.4,59.24,-10.58,7.7802,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1429,0,0.31,3.4,0.33,0.09,0,90.37,61.74,3.76,0.37,0.69,0.34,98.92,-1.98,14.5832,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3000,0,0,0,4440,0,0.55,4.64,0.77,0.18,0,93.36,67.48,4.97,0.82,1.27,0.55,85.81,13.31,9.6441,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
500,0,0,0,7482,66.83,0.08,3.6,0.37,0,0,98.58,57.46,3.65,0.37,0,0.08,82.01,-0.99,10.2843,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
50,0,0,0,1706,41.68,0.55,3.9,0.53,0.09,0,87.64,63.98,4.45,0.6,0.45,0.67,86.65,-5.95,10.6151,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
150,0,0,0,1114,95.51,0,3.62,0.23,-0.12,-0.09,93.17,58.76,3.89,0.25,0.01,0,77.64,-1.78,17.6523,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
50,0,0,0,153,0,0,2.75,0.11,0,0,101.76,64.73,2.7,0.11,0.05,0,29.33,-31.2,12.7344,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
127,0,0,0,763,65.53,0.16,2.91,0.18,0,0,96.79,66.61,3.01,0.18,0.34,0.16,58.33,-17.17,9.7811,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2,0,0,0,1404,0,0.1,3.51,0.48,0.23,0,94.29,74.42,3.72,0.5,0.17,0.1,78.35,8.1,8.6541,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2000,133,133,133,5012,21.95,0.19,3.41,0.31,0.02,0,94.19,57.68,3.62,0.33,0.12,0.19,73.87,4.34,9.7511,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1137,0,0,0,7185,0,0,2.32,0.11,0,0,99.01,88.32,2.35,0.11,0,0,15.24,-15.5,9.4755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
81000,810489,810489,810489,40937,95.27,0.52,2.87,0.3,-0.01,0,96.17,87.48,2.99,0.31,0.19,0.52,53.63,2.11,9.0572,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
672,0,0,0,14730,48.41,0.16,3.94,0.1,0.01,0,90.04,86.58,4.37,0.11,0.48,0.16,56.08,-12.44,7.991,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
300,0,0,0,277,41.52,0.23,2.48,0.09,0,0,93.34,45.16,2.65,0.09,0.37,0.23,31.07,-14.11,11.0513,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,2788,0,0.12,3.07,0.17,0.02,0,93.67,72.63,3.28,0.18,0.09,0.12,58.97,-13.23,11.2694,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1400,0,0,0,3530,60.2,2.04,4.08,0.36,0.19,0,94.76,69.35,4.31,0.38,0.28,2.07,89.66,4.71,9.9078,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
14802,0,0,0,-2936,0,0.34,3.23,0.42,-0.25,0,73.29,70.77,4.4,0.57,0.41,0.34,66.97,14.55,8.6046,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
400,0,0,0,1050,39.05,0,3.24,0.21,0.06,-0.03,94.7,66.57,3.42,0.22,0,0,65.27,2.42,7.6171,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
700,0,0,0,1766,42.19,0.03,3.42,0.28,0.05,0,93.31,61.97,3.66,0.3,0.09,0.03,71.04,0.36,9.3229,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
656,2931,2931,2931,15802,12.64,0.07,4.53,0.36,0,0,94.85,64.81,4.78,0.38,0.92,0.07,87.95,9.65,11.9203,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,741,94.47,0.86,4.71,0.17,0.05,0,97.54,63.75,4.83,0.18,1.61,0.86,80.96,-9.77,10.5629,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
980,0,0,0,3751,79.39,0,4.3,0.19,0.11,0,94.08,60.55,4.57,0.2,0,0.18,96.49,0.81,9.4233,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
100,0,0,0,3476,10.79,0.14,3.11,0.43,0,0,97.14,75.19,3.2,0.45,0.05,0.14,84.11,-1.29,7.3256,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
210,0,0,0,2375,50.53,0.6,3.42,0.41,0.01,0,94.18,59.76,3.63,0.44,0.16,0.6,80.53,13.56,9.5942,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
400,0,0,0,3133,31.02,0.46,2.71,0.06,-0.06,0,90.08,87.92,3.01,0.06,0.08,0.46,61.59,-0.39,7.9849,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
100,0,0,0,1680,35.71,0.31,3.59,0.23,0,-0.04,93.92,76.51,3.82,0.25,1.23,0.31,51.43,-5.62,9.3985,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
750,0,0,0,2407,42.38,0.01,3.18,0.08,0.01,0,97.32,86.46,3.27,0.08,0.21,0.33,70.68,-10.36,8.5133,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,14316,0,0.08,3.55,0.71,0.03,0,96.92,77.03,3.66,0.74,0.09,0.08,90.11,21.25,9.8232,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
900,0,0,0,4056,23.42,0,4.02,0.53,0.02,0,97.51,67.68,4.12,0.54,0.22,0,79.31,3.27,11.5493,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
276,0,0,0,1224,93.79,0.35,3.4,0.54,0,0,92.88,65.34,3.66,0.58,2.89,0.35,33,7.78,18.1321,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2322,7600,7600,7600,844,24.17,0.15,3.35,0.02,0.22,0,94.87,48.63,3.54,0.02,0.13,0.15,65.9,-18.87,8.138,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
500,0,0,0,405,29.88,0,3.42,0.16,0,0,97.26,58.97,3.52,0.16,0,0,52.41,-7.3,12.3565,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,793222,793222,793222,86803,92.16,0.09,3.16,0.46,0.06,0,92.21,64.51,3.42,0.5,0.15,0.09,94.5,15.05,9.7386,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
660,0,0,0,6673,73.3,0.12,4.59,0.36,0,0,94.79,55.62,4.84,0.38,0.63,0.12,80.6,-9.34,8.2247,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
375,0,0,0,8438,41.48,0.31,3.43,0.2,-0.19,-0.12,94.01,56.66,3.65,0.21,0.08,0.31,68.45,3.65,9.6817,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
100,0,0,0,258,58.14,0,2.99,0.26,0.01,0,97.46,73.52,3.07,0.27,0,0,49.15,-13.22,10.034,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2400,0,0,0,1700,48,0.58,2.01,0.05,0.02,0,98.62,49.94,2.04,0.05,0.36,0.58,36.9,-29.87,7.6318,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1000,0,0,0,25591,18.24,0.54,3.61,0.22,0.41,0,96.59,57.51,3.74,0.22,0.29,0.54,78.2,3.26,9.0925,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
420,0,0,0,3447,5.8,0.03,4.2,0.29,0.08,-0.13,97.57,61.65,4.31,0.3,0.03,0.03,80.7,5.57,9.8432,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,984,16.36,0.03,3.79,0.27,0.08,0,98.78,60.82,3.84,0.27,1.35,0.03,48.4,-2.67,10.2169,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2500,0,0,0,15240,34.88,0.2,3.22,0.41,0.05,0,94.17,64.43,3.42,0.43,0.17,0.2,64.26,8.07,9.2156,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,1251,50.12,0.31,3.2,0.36,0,0,95.25,76.94,3.36,0.38,0.64,0.37,70.95,-20.13,9.2368,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
500,0,0,0,41,0,0,2.3,0.05,0,0,85.59,34.21,2.69,0.06,0.08,0,36.6,-1.29,25.2177,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
280,0,0,0,2480,33.47,0.16,2.84,0.42,0,0,96.86,76.3,2.93,0.44,0.27,0.18,36.37,-1.61,10.841,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,0,0,0,1225,40.82,0.98,4.31,0.2,0.1,0,95.53,64.47,4.51,0.21,1.76,0.98,82.73,-23.75,9.8141,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
125,0,0,0,151,5.96,0.36,3.02,0.18,0.01,0,97.81,98.15,3.09,0.18,1.75,0.36,51.34,-12.73,7.0354,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2500,0,0,0,24818,60.44,0.11,3.11,0.25,0.1,0,100.97,79.99,3.08,0.25,0,0.11,77.59,-12.97,10.7701,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
8541,398,398,0,20361,76.13,0.52,3.99,0.32,0,0,87.8,54.76,4.54,0.36,0.3,0.94,95.45,6.42,11.1588,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
169,0,0,0,1567,2.11,2.31,2.77,0.37,0.02,-0.01,95.68,71.48,2.89,0.39,0.29,2.31,51.19,-1.3,9.4469,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
137,0,0,0,3080,43.44,0.1,3.6,0.4,0,0,96.66,68.42,3.72,0.42,0.08,0.1,77.54,-5.95,12.7108,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
50,0,0,0,1387,53.35,0.36,3.36,0.25,0,0.06,95.73,67.97,3.51,0.26,1.17,0.36,41.76,9.67,9.8565,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
1701,0,0,0,7023,28.26,1.33,3.47,0.23,0.06,-0.01,97.33,56.37,3.57,0.24,0.19,1.34,46.51,-2.81,8.7181,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
760,0,0,0,3648,60.31,0.06,4.37,0.74,0.04,0,95.07,66.28,4.6,0.78,0,0.06,94.7,3.15,11.1713,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
560,0,0,0,1430,76.36,0.48,3.55,0.49,0.01,0.01,98.33,59.94,3.61,0.5,1.75,0.51,53.75,11.23,16.2873,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
10,0,0,0,3726,8.72,0.39,3.46,0.34,0.05,0,95.39,84.62,3.63,0.36,0.2,0.39,88.15,17.6,11.2177,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1200,0,0,0,2416,92.67,0.12,4.18,0.41,0.14,0,96.53,60.58,4.33,0.42,0.17,0.26,64.18,4.85,9.8013,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
75,0,0,0,1858,0,0.85,4.59,0.38,0.43,0,86.85,65.98,5.29,0.44,2.55,0.85,63.62,3.93,19.2935,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
300,0,0,0,2269,30.85,0,3.17,0.32,0.06,0,99.13,67.4,3.2,0.32,0.14,0,85.73,27.36,12.8383,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
800,0,0,0,4609,39.01,0.8,3.33,0.02,0,0,100.16,62.55,3.33,0.02,0.16,0.8,50.1,-28.86,9.4964,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0,0,0,8399,55.85,0.03,4.18,0.68,0.14,0,94.64,91.36,4.42,0.72,0.06,0.04,91.38,7.77,8.9484,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1044,0,0,0,22541,78.98,0,3.62,0.07,0.04,0,97.97,61.31,3.69,0.08,0,0,77.94,-13.08,10.079,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,46401,31027,24138,8895,0,0.02,4.44,0.3,0.04,0,95.5,67.25,4.65,0.32,0,0.02,99.39,11.55,13.22,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
300,0,0,0,1793,30.95,2.22,3.54,0.44,0.12,0,98.68,65.01,3.59,0.44,0.84,2.22,68.98,7.55,14.2832,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
200,0,0,0,2856,69.29,0.01,2.4,0.3,0.01,-0.03,96.43,66.2,2.49,0.31,0.44,0.01,26.51,-1.15,11.9897,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
