UBPR3230,UBPRE278,UBPRE279,UBPRE291,UBPR4340,UBPR7402,UBPR7414,UBPRE001,UBPRE002,UBPRE006,UBPRE008,UBPRE014,UBPRE015,UBPRE016,UBPRE017,UBPRE544,UBPRE549,UBPRE600,UBPRK447,UBPRD486,OTSREGNM_Central,OTSREGNM_Northeast,OTSREGNM_Southeast,OTSREGNM_West,OTSREGNM_Western,REGAGNT_FDIC,REGAGNT_FED,REGAGNT_OCC,SPECGRPN_Agricultural.Specialization,SPECGRPN_All.Other.Over.1.Billion,SPECGRPN_All.Other.Under.1.Billion,SPECGRPN_Commercial.Lending.Specialization,SPECGRPN_Consumer.Lending.Specialization,SPECGRPN_Credit.card.Specialization,SPECGRPN_International.Specialization,SPECGRPN_Mortgage.Lending.Specialization,SPECGRPN_Other.Specialized.Under.1.Billion
200,0,0,0,412,4.85,0.37,3.69,0.51,-0.04,0.03,94.03,71.8,3.93,0.54,3.73,0.37,49.1,-2.11,15.4951,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1500,1366886,1249237,1366886,53017,34.73,0.16,3.11,0.32,0.02,0,95.41,61.51,3.26,0.34,0.31,0.16,83.32,11.24,8.2136,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
50,0,0,0,3642,68.04,0.41,3.76,0.5,0.01,-0.03,97.66,71.08,3.85,0.52,0.33,0.51,74.63,6.4,8.8513,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
170,484,484,484,7180,42.27,1.7,3.24,0.43,0.04,0,94.4,83.81,3.43,0.46,0.18,1.7,84.2,8.55,11.1299,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
350,3408,1015,3408,23305,73.64,0.26,4.47,0.45,0.06,0,100.06,86.83,4.47,0.45,0.12,0.26,106.38,21.11,11.1558,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
200,2177,2177,2177,28308,60.53,0.42,3.28,0.61,0.03,0.01,95.77,87.07,3.42,0.63,0.32,0.42,84.06,25.42,9.4326,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1403,0,0,0,6679,51.28,0.18,3.15,0.45,0.07,0,96.29,80.5,3.27,0.47,0.11,0.21,79.41,37.01,8.3605,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1260,0,0,0,2597,38.81,0,3.8,0.29,0,0,97.64,67.49,3.89,0.3,0,0.08,70.42,6.48,13.3072,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,11846,0,0.42,3.6,0.42,0.04,0,96.92,75.58,3.72,0.43,0.08,0.43,100.35,21.26,8.5573,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,0,0,0,625,61.12,0,3.59,0.21,0.01,-0.05,99.67,69.18,3.6,0.21,0,0.54,61.09,-10.12,8.1158,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
846,0,0,0,15366,21.8,0.02,3.95,0.24,0.16,0,90.56,47.33,4.36,0.27,0.07,0.02,77.67,-4.11,11.4716,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
60,0,0,0,1811,33.13,0.3,3.89,0.72,0,0,101.18,67.04,3.85,0.71,0.07,0.3,73.2,15.64,14.232,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
390,0,0,0,9131,12.05,0.21,4.42,0.69,0.02,0,95.53,58.9,4.63,0.72,0.87,0.21,92.55,3.91,10.263,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1600,156110,156110,156110,48750,60.31,0.39,3.55,0.17,0,-0.02,95.83,85.62,3.7,0.18,0.28,0.39,91.35,4.43,7.6346,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
700,0,0,0,3044,24.97,0.32,3.66,0.36,0.08,0.01,97.24,77.86,3.76,0.37,0.47,0.32,84.51,13.88,10.3457,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
600,0,0,0,4017,44.81,0,3.21,0.52,0,0.01,98.05,71.53,3.27,0.53,0.01,0,59.96,3.57,10.6062,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
500,0,0,0,-2568,0,0.16,3.36,0.25,0.02,-2.97,97.74,65.83,3.44,0.26,0,0.16,48.75,-117.88,12.1198,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,1048,30.73,0.08,2.47,0.03,0.02,-0.03,97.52,45.69,2.53,0.03,0.17,0.08,21.65,-5.89,8.6351,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1000,33426,33426,33426,15085,6.63,0.03,3.7,0.37,0.07,-0.01,90.94,67.71,4.07,0.41,0.02,0.03,91.67,4.55,9.2404,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
200,0,0,0,459,98.04,1.9,5.37,0.25,0.03,0,92.52,42.17,5.8,0.27,1.67,2.45,112.09,-5.74,26.8976,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
20,442,442,442,1287,65.66,0.01,5.2,0.8,0,0,95.28,80.44,5.45,0.84,0.14,0.17,92.97,8.07,12.0351,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
100,846,846,846,1542,23.54,0.13,3.16,0.2,-0.03,0,94.94,61.84,3.33,0.21,1.27,0.13,70.31,-3.68,13.6754,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
600,0,0,0,325,36.92,0.17,3.57,0.11,0.06,0,98.01,62.25,3.64,0.11,5.54,0.17,32.77,-49.83,9.6489,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,681,223.35,2.03,3.28,0.63,0,0,96.39,80.99,3.4,0.65,0.81,2.03,136.55,25.35,12.1619,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
300,0,0,0,3925,21.02,0.2,3.65,0.25,0.07,0,94.99,67.73,3.84,0.27,0.42,0.2,72.16,9.32,9.2841,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
200,633,633,0,2532,66.15,0,3.49,0.23,0,0,99.8,75.99,3.49,0.23,0,0,69.17,-1.65,10.2614,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
661,0,0,0,2728,126.54,0,4.29,0.01,0,0,99.28,39.06,4.33,0.01,0,0,35.14,-112.65,12.0537,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
900,94,94,94,3261,24.01,0.05,3.77,0.28,0.11,0,95.59,66.59,3.94,0.29,0.16,0.05,94.08,2.91,10.1227,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,199,199,199,5114,0,0.28,3.14,0.45,-0.07,0,95.72,71.5,3.28,0.47,0.63,0.29,82.77,11.5,10.9526,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
135,0,0,0,707,18.39,0,2.74,0.16,0.01,0,97.3,68.18,2.82,0.16,0.11,0.71,36.58,-14.55,16.2127,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1050,0,0,0,2607,1.46,1.36,3.36,0.16,0.12,0,95.96,52.32,3.5,0.17,0.73,1.36,57.54,-32.23,12.2365,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
50,0,0,0,426,0,1.29,3.08,0.13,0,0,94.09,57.72,3.28,0.14,1.1,1.29,52.27,-73.18,10.2051,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1500,0,0,0,1337,74.79,0,2.9,0.52,0,0.02,96.04,80.55,3.02,0.54,0.85,0,43.9,1.62,8.7299,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
100,0,0,0,3154,55.49,0,3.67,0.4,0.05,0,98.84,82.75,3.71,0.41,0.05,0,72.74,3.71,9.725,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6674,0,0,0,5010,19.96,0.09,3.86,0.25,0.1,-0.02,93.44,60.37,4.13,0.27,0.03,0.09,89.92,9.12,10.133,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
390,430,430,430,3403,63.03,0.62,3,0.43,0,0,98.67,69.69,3.04,0.43,0.34,0.62,54.68,2.23,9.5444,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
112,0,0,0,987,53.19,0,3.58,0.5,0,0,86.41,78.72,4.14,0.58,0.12,0,84.05,9.15,10.8485,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,320,0,0.85,2.69,0.57,0,0,95.54,72.41,2.82,0.6,0.12,0.85,32.7,-15.7,19.3953,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
152,0,0,0,2029,31.79,1.11,4.14,0.55,0.02,0,94.13,66.01,4.4,0.59,1.55,1.11,96.77,7.86,9.2122,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
120,0,0,0,1002,111.08,0.02,3.45,0.59,0,0,93.6,66.2,3.69,0.63,0.18,0.02,66.77,-3.3,8.1252,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
200,0,0,0,2103,0,0.13,3.05,0.06,0.05,0,96.53,59.81,3.16,0.06,0,0.13,62.01,-4.93,8.5478,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,470,0,0,3.49,0.49,-0.1,0,95.73,58.69,3.65,0.51,0,0,74.16,-8.15,7.618,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,723,53.11,0.17,2.79,0.3,0.06,0,97.28,69.77,2.87,0.31,1.79,0.17,55.19,8.76,14.9095,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1000,0,0,0,6350,47.18,0,3.14,0.11,0.06,0,95.09,48.03,3.31,0.12,0,0,56.49,-3.64,10.4341,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
3864,1956681,1956681,1956681,183874,37.04,0.49,3.24,0.24,0.14,0,88.38,53.95,3.66,0.27,0.5,0.5,84.2,6.39,10.302,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
102,0,0,0,10547,35.26,0.54,2.75,0.22,0.09,0,91.39,85.47,3.01,0.24,0.01,0.54,52.38,4.41,10.0091,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50,0,0,0,315,63.49,0,2.47,0.24,-0.29,0,81.87,73.38,3.02,0.3,0,0,30.5,-94.98,10.5764,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
560,0,0,0,2144,24.25,0.72,3.33,0.47,0.03,0,94.61,76.65,3.52,0.5,1.06,0.82,73.06,5.77,10.1701,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
14,0,0,0,5662,54.29,0,3.78,0.17,0.05,0,98.83,72.54,3.83,0.18,0.01,0,70.03,-2.52,10.2331,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2920,0,0,0,3152,16.56,0.43,3.04,0.13,-0.2,0,96.22,55.56,3.16,0.13,0,0.43,53,-16.75,9.0243,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1354,0,0,0,3128,32.45,0.04,3.05,0.23,0.01,0,95.64,84.92,3.19,0.24,0.01,0.13,74.32,-9.97,7.7529,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47,0,0,0,-134,0,0.15,5.06,0.22,0.87,0,83.84,65.11,6.04,0.26,0.63,0.15,85.78,-18.7,11.6936,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
100,0,0,0,2122,2.36,1.8,3.46,0.26,0,0,97.99,60.11,3.53,0.26,5.06,1.8,67.32,-16.75,16.6875,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
140,0,0,0,2260,39.82,0.03,3.16,0.72,-0.12,-0.03,102.66,82.21,3.08,0.7,0,0.03,29.3,34.24,9.1749,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
290,4278,4278,4278,46098,85.54,0.15,3.7,0.09,0.05,-0.03,91.87,81.8,4.02,0.1,0.36,0.16,73.92,5.21,7.3107,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1380,0,0,0,26485,98.17,0,3.64,0.18,0,0,92.94,20.41,3.92,0.2,0,0,66.74,-9.97,12.9778,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
288,2159,2159,2159,2442,8.68,0.61,3.64,0.45,0.21,0,93.62,63.62,3.89,0.48,0.57,0.88,71.64,-13.5,9.5711,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,5253,37.9,0.09,3.72,0.23,0.06,0,98.06,58.47,3.79,0.24,0.07,0.45,78.75,7.44,10.0673,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
275,0,0,0,582,47.25,0.02,3.11,0.3,0.03,-0.02,91.88,64.03,3.38,0.33,0.25,0.02,57.04,-3.05,13.8043,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1682,0,0,0,15644,0,0.19,3.8,0.31,0.13,-0.05,94.41,79.06,4.03,0.32,0.02,0.2,103.18,15.75,9.1928,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
573,0,0,0,868,36.98,1.1,3.63,0.32,0.11,0,96.59,67.47,3.76,0.34,1.95,1.1,67.91,-14.7,13.5433,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
400,0,0,0,268,0,0,1.91,0.24,0,0,88.35,65.42,2.16,0.27,0.51,0,17.12,-23.59,15.4697,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3615,0,0,0,8425,12.63,0,3.98,0.33,0.3,0,98.5,49.38,4.04,0.34,0,0,84.52,-13.35,9.7409,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
50,0,0,0,903,53.71,0,3.72,0.38,0.02,0,95.91,69.9,3.88,0.4,1.35,0,92.71,-0.75,8.1869,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
200,0,0,0,2166,60.85,2.11,3.24,0.19,0.15,0,97.52,72.52,3.32,0.19,1.5,2.11,43.56,-40.42,9.7229,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
18000,0,0,0,13769,23.24,0.14,3.53,0.2,0.12,0,96.09,68.62,3.68,0.21,0.37,0.14,77.39,7.38,10.0549,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2257,0,0,0,12502,24.82,0,3.81,0.45,0.13,0.01,96.86,53.54,3.94,0.46,0.02,0,86.47,2.86,11.8527,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
683,190,190,190,23435,106.68,0.33,2.93,0.18,0.04,0,95.95,69.34,3.05,0.18,0.16,0.41,54.2,-2.88,10.504,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
400,12930,12930,12930,6254,0,0.31,3.82,0.57,0.05,0,93.79,57.14,4.08,0.6,0.25,0.31,57.45,-1.21,11.8942,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
500,0,0,0,302,41.06,0.44,3.2,0.31,0,0,94.59,69.05,3.38,0.32,0.75,0.44,62.32,-26.13,9.8344,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
120,0,0,0,4446,46.51,0.92,4.11,0.8,0,-0.06,98.71,82.38,4.16,0.81,0.45,0.92,90.33,13.83,9.6364,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
200,0,0,0,2131,76.4,0.2,4.39,0.66,0.06,0,95.03,70.24,4.62,0.7,0.13,0.2,95.01,3.81,8.9619,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
314,0,0,0,5164,92.22,1.17,3.83,0.3,0.06,0,98.73,72.07,3.88,0.31,1.15,1.17,73.86,-16.97,8.3763,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,2768,0,0.24,2.45,0.16,0,0,94.43,71.46,2.6,0.17,0.08,0.24,75.11,-0.54,22.261,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
400,0,0,0,2947,53.61,0.16,3.63,0.25,0.07,0,95.27,70.67,3.81,0.26,0.45,0.16,92.2,11.76,7.9908,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1051,0,0.98,3.74,0.59,0.31,0.04,93.57,75.35,3.99,0.63,0.69,1,91.33,2.77,11.6128,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
500,1504557,1504557,1504557,50451,0,0.25,3.7,0.57,0.02,0,95.49,69.54,3.88,0.59,0.04,0.25,110.03,25.67,9.0138,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,1679,70.22,0.19,2.97,0.25,0,0,99.15,78.97,3,0.25,0,0.19,38.78,2.19,9.1499,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1156,0,0,0,4657,121.99,2.18,6.62,0.98,-0.1,0,97.29,88.3,6.81,1.01,0.78,2.18,101.81,8.15,8.8049,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1000,0,0,0,14791,71.99,0,4.15,0.31,0,0,95.1,75.99,4.37,0.32,0.06,0,85.7,12.1,19.0751,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2912,0,0,0,7805,18.3,0.32,3.62,0.32,0.21,0,94.68,65.58,3.83,0.34,1.03,0.32,74.7,-9.81,10.32,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1220,0,0,0,1453,50.24,5.26,4.13,0.1,0.32,0,94.03,59.92,4.4,0.1,3.13,5.26,68.7,-10.83,14.3384,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1440,0,0,0,12676,60.74,0.39,3.01,0.12,0.05,0,97.55,62.12,3.09,0.12,0.8,0.39,40.31,-41.22,5.1455,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,0,0,0,1011,71.71,0.44,3.74,0.27,0.02,0,98.26,69.99,3.8,0.27,1.58,0.44,87.12,3.23,8.4914,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
100,0,0,0,1746,91.87,0.26,3.91,0.44,0.08,0,94.58,68.04,4.14,0.46,0.09,0.26,78.89,4.85,7.9866,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
600,0,0,0,2267,111.42,0.04,3.3,0.23,0.05,0,94.02,76.54,3.51,0.25,0,0.04,87.84,4.39,8.8796,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1156,829,829,829,10018,23.97,0.25,3.16,0.27,0,0,95.6,67.61,3.31,0.28,0.64,0.25,51.65,2.23,8.2569,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
531,0,0,0,609,14.45,0.63,4.67,0.25,0.21,0,96.51,56.84,4.84,0.26,1.06,0.63,70.01,-13.43,8.5773,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,752,0,2.11,3.42,0.27,0.07,0.02,94.86,69.11,3.61,0.28,2.52,2.11,64.46,-1.06,8.4364,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
120,0,0,0,4050,22.84,0,4.19,0.43,0.1,-0.03,94.44,77.82,4.44,0.45,0.72,0.01,80.82,7.6,9.2051,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
107,1139,1139,1139,2466,0,0.27,3.74,0.17,0.05,0,93.2,60.27,4.01,0.18,0.66,0.27,67.69,-9.18,9.135,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
150,998,998,998,4856,14.42,0.03,4,0.49,-0.1,-0.19,97.15,69.92,4.12,0.5,0.25,0.03,93.58,9.76,12.5894,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1,17236653,17153015,3105662,713290,66.59,0.39,3.58,0.34,0.42,-0.01,92.18,64.91,3.89,0.37,0.15,0.4,90.45,13.13,9.7695,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1672,0,0,0,1007,0,0.6,3.59,0.06,-0.03,0,94.64,68.95,3.79,0.06,0.27,0.69,44.4,-61.1,9.1585,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30,0,0,0,5220,51.65,0.97,3.5,0.35,0,0,97.75,65.49,3.58,0.35,0.56,1.04,61.3,6.1,8.7997,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
375,0,0,0,2699,81.51,0.17,4.16,0.18,0.03,0,96.69,54.14,4.31,0.19,0.44,0.17,65.9,-3.77,9.8109,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
200,1922,1922,1922,2163,55.15,0.08,3.93,0.5,0.13,0,94.94,57.66,4.14,0.53,0.11,0.29,103.02,-0.75,11.0687,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
3801,91638,91638,91638,66502,42.29,0.33,3.33,0.41,0.07,0,90.97,65.85,3.66,0.45,0.05,0.42,89.91,16.08,10.2242,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
250,33053,33053,33053,27993,41.97,0.21,4.12,0.7,-0.07,0.03,89.45,69.73,4.61,0.79,0.35,0.24,88.1,13.46,10.0241,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2000,0,0,0,1310,0,0.43,3.75,0.24,0,0,96.19,51.6,3.89,0.25,0,0.49,97.12,-1.39,14.8768,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
600,0,0,0,2173,64.43,1.22,2.87,0.55,0.05,-0.01,94.76,71.85,3.02,0.58,3.26,1.22,48.01,18.48,8.6225,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,10669,0,1.11,3.13,0.25,0,0,93.48,67.03,3.35,0.26,0.48,1.33,48.4,8.4,10.4063,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
585,0,0,0,6956,0,2.08,4.31,0.39,0.3,0,97.52,74.26,4.42,0.4,1.91,2.29,72.43,-8.94,8.5269,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
750,1086131,1086131,841710,373037,13.4,0.75,3.81,0.3,0.22,0,90.7,78.1,4.2,0.33,0.63,0.76,102.17,5.69,10.5631,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
249,0,0,0,9382,178.32,0.11,4.15,0.32,0,0,96.97,78.2,4.27,0.33,0.5,0.11,76.43,13.91,8.6135,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1243,0,0,0,2073,43.42,0.06,3.86,0.34,-0.25,-0.29,93.65,56.81,4.13,0.36,1.79,0.06,58.33,8.3,11.5716,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
200,0,0,0,1291,55.07,0.62,3.06,0.24,0,0,93.17,72.66,3.28,0.25,0.65,0.62,48.69,-6.23,8.0655,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
220,0,0,0,456,43.42,1.03,3.5,0.2,0.04,0,93.97,59,3.73,0.22,2.12,2.86,41.68,-49.33,9.6452,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
450,0,0,0,2510,57.41,0.73,4.97,0.49,0.12,-0.01,95.98,63.07,5.18,0.51,1.26,0.81,104.31,17.69,6.2846,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
310,0,0,0,2550,0,0.25,4.05,0.18,0.23,0.02,93.14,73.45,4.34,0.19,0.22,0.25,80.87,-3.48,8.9853,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
100,0,0,0,735,0,3.33,2.76,0.28,-0.12,0,99.7,67.23,2.77,0.28,1.01,3.9,31.04,-20.63,10.8112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10,45172,45172,45172,9002,0,0.38,3.61,0.17,0.06,0,94.67,63.96,3.81,0.18,0.1,0.38,88.38,5.12,11.9297,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1000,0,0,0,3530,59.49,0,2.93,0.13,0,0.05,96.52,58.22,3.04,0.13,0.19,0,30.79,-2.93,12.7004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,570,0,0.04,3.77,0.47,0.22,0,95.18,74.27,3.96,0.49,0.67,0.04,92.3,32.78,15.3121,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
300,0,0,0,2154,65,0.41,3.31,0.33,0,0,97.34,71.73,3.4,0.34,0.18,0.41,51.97,-32.26,14.9343,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
750,16327,16327,16327,112274,100.65,1.34,7.31,0.19,0.11,0.04,90.27,47.03,8.1,0.21,1.43,1.34,95.76,-2.17,13.2481,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
75,0,0,0,516,62.98,1.04,2.93,0.26,0,0,92.19,56.06,3.18,0.28,0.24,1.04,54.54,-36.57,10.3501,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
50,0,0,0,169,79.88,0.77,3.46,0.23,0,-0.14,90.58,57.29,3.82,0.25,1.01,0.77,92.95,-0.84,9.3113,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
150,0,0,0,4118,119.52,0.16,3.76,0.32,0.08,0,96.8,70.34,3.89,0.33,0.14,0.16,79.06,1.35,10.1845,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1047,0,0,0,886,77.65,3.9,3.24,0.44,0,-0.03,93.7,64.47,3.45,0.47,0.81,4.05,39.51,1.08,11.5185,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,168,0,1.39,4.55,0.98,0.05,0,100.83,85.07,4.51,0.97,1.03,1.39,123.46,35.14,14.6931,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
167,0,0,0,2034,18.83,0.61,2.73,0.13,0.12,-0.02,79.83,74.78,3.41,0.16,1.12,0.61,47.39,-5,10.4328,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9000,0,0,0,5841,48.74,0.24,3.23,0.1,0.04,0,89.58,57.15,3.6,0.11,0.13,0.24,54.39,-34.94,10.2156,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19,84353,84353,84353,19700,0,0.05,4.15,1.05,0.05,0,96.61,72.01,4.3,1.08,0.03,0.05,102.7,17.39,9.8922,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,95000,95000,95000,14740,48.15,0.02,4.09,0.74,-0.03,0,95.06,78.72,4.3,0.78,0,0.02,98.26,24.45,10.3105,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
495,0,0,0,1506,0,0.04,2.86,0.1,0,0,94.3,67.65,3.03,0.11,0.13,0.04,39.3,-17.23,9.5166,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,29,0,0,3.62,0.18,0,0,100.43,85.24,3.61,0.17,0,0,92.26,2.15,9.8447,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
450,250805,250805,250805,3716,121.1,0,2.78,0.3,-0.01,-0.42,90.97,77.39,3.05,0.33,0.1,0,22.62,36.49,8.0992,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
250,0,0,0,1464,49.45,0.35,3.35,0.52,0.01,0,97.13,79.34,3.45,0.54,0.08,0.35,61.97,-0.25,10.2533,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
400,0,0,0,702,105.84,0.12,3.21,0.51,0,-0.09,99.1,76.5,3.24,0.51,0.03,0.22,53.38,15.5,11.7781,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
